Sale_Date,State,City,Car_Brand,Car_Model,Car_Type,Unit_Price_Naira,Quantity,Discount_Percent,Revenue_Naira,Customer_Type,Delivery_Date,Delivery_Status,Delivery_Time_Hours,Warehouse,Driver,Car_Age,Region,Sales_Rep
2021-03-26,Anambra,Ekwulobia,Toyota,Corolla,Nigerian Used,4750000,1,11.34,4211350.0,Individual,2021-03-29,On-Time,6,Lagos,Chuka,12,South East,Sola
2021-04-19,Lagos,Ikorodu,Honda,Sonata,Nigerian Used,5700000,1,8.09,5238870.0,Individual,2021-04-20,On-Time,13,Lagos,Paul,12,South West,Ngozi
2023-02-01,Anambra,Ekwulobia,Toyota,Highlander,Foreign Used,13571428,1,12.93,11816642.3596,Individual,2023-02-04,Delayed,14,Lagos,Segun,8,South East,Bola
2024-10-26,Lagos,Alimosho,Benz,C-Class,Foreign Used,36428571,1,10.24,32698285.3296,Individual,2024-11-04,Delayed,3,Lagos,Chuka,5,South West,Ade
2025-10-03,Kano,Gwarzo,Toyota,Camry,Foreign Used,13571428,1,8.03,12481642.3316,Individual,2025-10-07,On-Time,2,Lagos,Mike,8,North,Funke
2022-02-14,Bayelsa,Ogbia,Honda,Pilot,Nigerian Used,8400000,1,2.61,8180760.0,Individual,2022-02-23,On-Time,5,Lagos,Peter,9,South South,Bola
2024-12-08,Benue,Katsina-Ala,Toyota,Sonata,Nigerian Used,2500000,2,1.74,4913000.0,Individual,2024-12-09,On-Time,3,Lagos,Peter,15,North,Tunde
2024-10-21,Ogun,Sango Ota,Hyundai,Elantra,Nigerian Used,2500000,1,16.68,2083000.0,Individual,2024-10-30,On-Time,10,Lagos,Tayo,15,South West,Emeka
2025-05-24,Lagos,Lekki,Toyota,Camry,Nigerian Used,8500000,1,11.95,7484250.0,Individual,2025-05-28,On-Time,4,Lagos,Tayo,7,South West,Emeka
2023-04-25,Lagos,Epe,Toyota,Rav4,Foreign Used,7000000,1,12.22,6144600.0,Individual,2023-05-01,On-Time,3,Lagos,David,10,South West,Ade
2024-03-09,Kano,Dambatta,Toyota,Camry,Foreign Used,30000000,1,17.2,24840000.0,Individual,2024-03-15,On-Time,13,Lagos,John,3,North,Ngozi
2022-03-25,Lagos,Ikorodu,Hyundai,Santa Fe,Foreign Used,20000000,1,9.02,18196000.0,Individual,2022-04-02,Delayed,6,Lagos,Mike,3,South West,Sola
2025-02-16,Kano,Kano City,Hyundai,Elantra,Foreign Used,14000000,1,2.9,13594000.0,Individual,2025-02-24,Delayed,5,Lagos,Bright,6,North,Uche
2023-08-27,Imo,Okigwe,Hyundai,Santa Fe,Foreign Used,10000000,1,10.5,8950000.0,Individual,2023-09-02,On-Time,13,Lagos,Emmanuel,8,South East,Ngozi
2024-04-04,FCT,Kuje,Honda,Accord,Foreign Used,28000000,1,5.47,26468400.0,Individual,2024-04-06,On-Time,14,Lagos,Peter,3,North,Kemi
2021-09-25,Edo,Benin City,Toyota,Highlander,Nigerian Used,7000000,1,0.79,6944700.0,Individual,2021-10-04,On-Time,10,Lagos,Bright,9,South South,Funke
2022-04-06,Benue,Katsina-Ala,Toyota,Camry,Foreign Used,10285714,1,18.73,8359199.7678,Individual,2022-04-07,Delayed,3,Lagos,David,9,North,Emeka
2025-05-25,Edo,Ekpoma,Toyota,Rav4,Foreign Used,10285714,1,4.29,9844456.8694,Individual,2025-06-01,On-Time,11,Lagos,Segun,9,South South,Funke
2026-03-05,Lagos,Ajah,Benz,C-Class,Foreign Used,40714285,1,17.03,33780642.2645,Individual,2026-03-13,On-Time,5,Lagos,Tayo,4,South West,Bola
2025-06-14,Ekiti,Ikere,Toyota,Rav4,Foreign Used,20142857,1,6.13,18908099.8659,Individual,2025-06-22,On-Time,4,Lagos,Paul,6,South West,Tunde
2023-02-13,Rivers,Bonny,Toyota,Rav4,Foreign Used,20142857,1,3.74,19389514.1482,Individual,2023-02-15,On-Time,4,Lagos,David,6,South South,Emeka
2024-09-10,Ekiti,Omuo,Hyundai,Tucson,Foreign Used,16000000,1,18.77,12996800.0,Individual,2024-09-15,On-Time,12,Lagos,Segun,5,South West,Chidi
2021-09-26,Imo,Oguta,Toyota,Rav4,Nigerian Used,7000000,1,18.86,5679800.0,Individual,2021-10-04,On-Time,14,Lagos,Mike,9,South East,Uche
2022-04-08,Lagos,Ikorodu,Toyota,Rav4,Nigerian Used,4000000,1,2.48,3900800.0,Individual,2022-04-17,On-Time,3,Lagos,Peter,13,South West,Sola
2023-07-09,Lagos,Ajah,Honda,Sonata,Foreign Used,25142857,1,10.28,22558171.3004,Individual,2023-07-11,On-Time,6,Lagos,David,4,South West,Uche
2024-06-08,Lagos,Lekki,Hyundai,Santa Fe,Nigerian Used,4450000,1,7.24,4127820.0,Individual,2024-06-09,Delayed,7,Lagos,Segun,12,South West,Kemi
2025-02-21,Anambra,Awka,Hyundai,Elantra,Nigerian Used,2500000,1,0.01,2499750.0,Individual,2025-02-22,On-Time,11,Lagos,John,15,South East,Uche
2021-05-25,FCT,Abuja,Benz,GLE 450,Nigerian Used,10500000,1,0.55,10442250.0,Individual,2021-05-30,On-Time,12,Lagos,Peter,10,North,Bola
2022-05-14,Kano,Dambatta,Toyota,Rav4,Foreign Used,10285714,2,14.22,17646170.9384,Individual,2022-05-20,Delayed,14,Lagos,David,9,North,Emeka
2024-01-03,Edo,Benin City,Honda,Pilot,Foreign Used,8000000,1,14.36,6851200.0,Individual,2024-01-10,On-Time,13,Lagos,Peter,10,South South,Ade
2022-02-05,Ogun,Sango Ota,Toyota,Camry,Nigerian Used,10000000,1,15.27,8473000.0,Individual,2022-02-11,On-Time,3,Lagos,Bright,5,South West,Kemi
2021-05-11,Bayelsa,Ogbia,Honda,Accord,Nigerian Used,6600000,1,1.57,6496380.0,Individual,2021-05-16,Delayed,3,Lagos,Peter,11,South South,Kemi
2021-12-22,Anambra,Nnewi,Honda,Civic,Foreign Used,8000000,1,8.67,7306400.0,Individual,2021-12-28,On-Time,3,Lagos,Bright,10,South East,Funke
2024-02-25,Lagos,Ikorodu,Benz,GLC 350,Foreign Used,19285714,1,2.62,18780428.2932,Individual,2024-03-05,On-Time,4,Lagos,Segun,9,South West,Tunde
2023-10-02,Lagos,Surulere,Toyota,Rav4,Nigerian Used,7000000,1,3.2,6776000.0,Individual,2023-10-08,On-Time,11,Lagos,Bright,9,South West,Bola
2023-03-06,Bayelsa,Sagbama,Hyundai,Elantra,Nigerian Used,7050000,1,17.78,5796510.0,Individual,2023-03-10,On-Time,3,Lagos,Peter,8,South South,Ade
2021-07-14,Lagos,Ikorodu,Benz,GLC 350,Foreign Used,27857142,1,13.53,24088070.6874,Individual,2021-07-21,On-Time,6,Lagos,David,7,South West,Funke
2022-11-03,Rivers,Port Harcourt,Toyota,Rav4,Foreign Used,20142857,1,0.44,20054228.4292,Individual,2022-11-07,On-Time,3,Lagos,Mike,6,South South,Emeka
2025-11-23,Lagos,Epe,Toyota,Corolla,Nigerian Used,4000000,1,1.35,3946000.0,Individual,2025-11-24,On-Time,13,Lagos,Emmanuel,13,South West,Bola
2022-06-13,Bayelsa,Ogbia,Honda,Pilot,Nigerian Used,3900000,1,9.04,3547440.0,Individual,2022-06-21,Delayed,4,Lagos,Peter,14,South South,Uche
2021-06-23,FCT,Bwari,Toyota,Corolla,Foreign Used,16857142,1,8.91,15355170.6478,Individual,2021-07-02,On-Time,14,Lagos,Chuka,7,North,Emeka
2023-04-06,Benue,Katsina-Ala,Honda,CR-V,Foreign Used,22285714,1,17.68,18345599.7648,Individual,2023-04-15,On-Time,7,Lagos,Bright,5,North,Bola
2025-09-27,Lagos,Ajah,Benz,GLC 350,Nigerian Used,11400000,1,15.64,9617040.0,Individual,2025-09-29,On-Time,4,Lagos,Mike,9,South West,Uche
2021-04-13,Imo,Oguta,Toyota,Rav4,Foreign Used,10285714,1,3.31,9945256.8666,Individual,2021-04-17,Delayed,9,Lagos,Bright,9,South East,Emeka
2022-01-09,Lagos,Ajah,Toyota,Highlander,Nigerian Used,9250000,1,1.81,9082575.0,Individual,2022-01-17,On-Time,2,Lagos,Peter,6,South West,Emeka
2023-07-26,Imo,Orlu,Toyota,Sonata,Foreign Used,23428571,1,19.82,18785028.2278,Individual,2023-07-31,On-Time,2,Lagos,John,5,South East,Kemi
2022-09-11,Kano,Dambatta,Toyota,Rav4,Foreign Used,7000000,1,3.82,6732600.0,Individual,2022-09-18,On-Time,4,Lagos,Chuka,10,North,Funke
2021-10-15,Edo,Uromi,Toyota,Rav4,Nigerian Used,7000000,3,0.4,20916000.0,Individual,2021-10-22,Delayed,3,Lagos,Tayo,9,South South,Funke
2021-10-16,Edo,Benin City,KIA,Sportage,Foreign Used,7000000,1,0.81,6943300.0,Individual,2021-10-17,Delayed,4,Lagos,Paul,10,South South,Emeka
2022-08-26,Lagos,Ikorodu,KIA,Rio,Foreign Used,12714285,1,16.39,10630413.6885,Individual,2022-08-30,Delayed,6,Lagos,Emmanuel,6,South West,Bola
2022-03-14,Lagos,Ajah,Toyota,Highlander,Foreign Used,16857142,2,0.38,33586169.7208,Individual,2022-03-22,Delayed,12,Lagos,Paul,7,South West,Sola
2023-04-20,FCT,Gwagwalada,Toyota,Rav4,Foreign Used,10285714,1,8.14,9448456.8804,Individual,2023-04-28,Delayed,13,Lagos,Emmanuel,9,North,Emeka
2022-05-08,Oyo,Ibadan South,Honda,Civic,Nigerian Used,6600000,1,4.45,6306300.0,Individual,2022-05-13,On-Time,4,Lagos,Mike,11,South West,Funke
2023-09-02,Imo,Owerri,Honda,Accord,Foreign Used,28000000,1,16.49,23382800.0,Individual,2023-09-05,On-Time,5,Lagos,Chuka,3,South East,Uche
2024-05-18,Osun,Ede,Toyota,Camry,Nigerian Used,4000000,1,17.71,3291600.0,Individual,2024-05-24,On-Time,9,Lagos,Emmanuel,13,South West,Chidi
2022-01-08,Lagos,Ikeja,Toyota,Highlander,Foreign Used,26714285,1,15.1,22680427.965,Individual,2022-01-14,On-Time,9,Lagos,John,4,South West,Sola
2024-03-18,Anambra,Onitsha,Honda,Civic,Foreign Used,13714285,1,6.97,12758399.3355,Individual,2024-03-27,On-Time,7,Lagos,David,8,South East,Kemi
2025-02-26,FCT,Abuja,Honda,CR-V,Foreign Used,22285714,1,9.95,20068285.457,Individual,2025-03-05,On-Time,11,Lagos,Tayo,5,North,Kemi
2021-07-02,Benue,Gboko,Toyota,Sonata,Nigerian Used,9250000,1,1.7,9092750.0,Individual,2021-07-06,On-Time,8,Lagos,Segun,6,North,Chidi
2024-12-24,Edo,Uromi,Benz,GLC 350,Nigerian Used,13200000,1,16.56,11014080.0,Individual,2024-12-29,Delayed,2,Lagos,Segun,7,South South,Kemi
2024-02-20,Lagos,Ikeja,Honda,CR-V,Foreign Used,16571428,1,10.05,14905999.486,Individual,2024-02-25,Delayed,5,Lagos,Peter,7,South West,Ade
2021-09-03,Katsina,Bakori,Toyota,Corolla,Foreign Used,10285714,1,0.88,10195199.7168,Individual,2021-09-11,On-Time,5,Lagos,Bright,9,North,Ade
2023-09-02,Osun,Osogbo,Toyota,Camry,Foreign Used,26714285,1,2.9,25939570.735,Individual,2023-09-08,On-Time,9,Lagos,Peter,4,South West,Ngozi
2026-03-07,Lagos,Lekki,Toyota,Corolla,Nigerian Used,7000000,1,12.46,6127800.0,Individual,2026-03-08,On-Time,5,Lagos,Segun,9,South West,Sola
2024-11-10,Rivers,Eleme,Benz,GLE 450,Foreign Used,15000000,3,5.03,42736500.0,Individual,2024-11-12,Delayed,3,Lagos,David,10,South South,Tunde
2022-06-05,Benue,Otukpo,Toyota,Rav4,Nigerian Used,8500000,1,17.62,7002300.0,Individual,2022-06-11,On-Time,8,Lagos,Peter,7,North,Chidi
2022-11-26,Lagos,Ajah,Benz,C-Class,Nigerian Used,12300000,1,12.03,10820310.0,Individual,2022-12-01,Delayed,2,Lagos,Mike,8,South West,Ade
2026-01-10,Ogun,Sango Ota,Honda,Sonata,Nigerian Used,4800000,1,4.89,4565280.0,Individual,2026-01-15,On-Time,14,Lagos,Emmanuel,13,South West,Sola
2024-12-10,Anambra,Awka,Honda,Civic,Foreign Used,8000000,1,9.81,7215200.0,Individual,2024-12-14,On-Time,14,Lagos,Chuka,10,South East,Bola
2025-07-14,FCT,Gwagwalada,Honda,CR-V,Foreign Used,13714285,3,17.44,33967541.088,Individual,2025-07-23,Delayed,12,Lagos,Bright,8,North,Ade
2022-11-23,FCT,Abuja,Toyota,Corolla,Foreign Used,23428571,1,1.26,23133371.0054,Individual,2022-11-30,On-Time,7,Lagos,John,5,North,Chidi
2021-11-15,Benue,Katsina-Ala,Toyota,Rav4,Nigerian Used,4750000,1,15.72,4003300.0,Individual,2021-11-23,On-Time,5,Lagos,Chuka,12,North,Ngozi
2025-07-10,Kano,Gwarzo,Hyundai,Elantra,Foreign Used,16000000,2,19.48,25766400.0,Individual,2025-07-14,On-Time,5,Lagos,Peter,5,North,Emeka
2026-02-26,Benue,Otukpo,Toyota,Rav4,Foreign Used,10285714,1,15.91,8649256.9026,Individual,2026-03-04,On-Time,11,Lagos,Bright,9,North,Tunde
2022-03-11,Kano,Gwarzo,Hyundai,Santa Fe,Foreign Used,18000000,1,16.51,15028200.0,Individual,2022-03-18,On-Time,4,Lagos,Peter,4,North,Ngozi
2022-12-19,Edo,Benin City,Toyota,Sonata,Nigerian Used,6250000,1,8.36,5727500.0,Individual,2022-12-21,On-Time,4,Lagos,Emmanuel,10,South South,Emeka
2023-02-08,FCT,Kuje,Toyota,Highlander,Nigerian Used,7750000,1,15.61,6540225.0,Individual,2023-02-15,On-Time,2,Lagos,Tayo,8,North,Kemi
2023-01-04,Lagos,Ikorodu,Hyundai,Santa Fe,Nigerian Used,5750000,1,9.19,5221575.0,Individual,2023-01-05,On-Time,4,Lagos,Peter,10,South West,Ngozi
2023-08-18,Osun,Ilesa,Honda,Sonata,Nigerian Used,11100000,3,18.98,26979660.0,Individual,2023-08-20,On-Time,8,Lagos,Segun,6,South West,Uche
2023-08-04,Lagos,Ajah,Benz,C-Class,Foreign Used,15000000,1,6.43,14035500.0,Individual,2023-08-13,Delayed,5,Lagos,Mike,10,South West,Uche
2024-10-08,Ekiti,Omuo,Hyundai,Santa Fe,Foreign Used,12000000,2,13.15,20844000.0,Individual,2024-10-16,Delayed,3,Lagos,Peter,7,South West,Kemi
2021-05-04,Bayelsa,Yenagoa,KIA,Sportage,Nigerian Used,3500000,1,4.49,3342850.0,Individual,2021-05-08,On-Time,5,Lagos,Emmanuel,12,South South,Sola
2025-06-04,Enugu,Enugu City,Toyota,Rav4,Foreign Used,20142857,1,12.38,17649171.3034,Individual,2025-06-12,Delayed,13,Lagos,David,6,South East,Tunde
2024-09-17,Ogun,Sagamu,Honda,Accord,Nigerian Used,9300000,1,3.24,8998680.0,Individual,2024-09-18,Delayed,8,Lagos,Chuka,8,South West,Emeka
2024-11-15,Oyo,Ogbomosho,Toyota,Rav4,Foreign Used,26714285,2,5.73,50367112.939,Individual,2024-11-18,On-Time,4,Lagos,John,4,South West,Emeka
2025-04-21,FCT,Abuja,Toyota,Highlander,Foreign Used,23428571,1,4.16,22453942.4464,Individual,2025-04-27,Delayed,10,Lagos,John,5,North,Uche
2025-05-08,Ekiti,Ado-Ekiti,Toyota,Rav4,Nigerian Used,2500000,1,18.11,2047250.0,Individual,2025-05-17,On-Time,3,Lagos,John,15,South West,Ngozi
2024-09-07,FCT,Kuje,Toyota,Sonata,Foreign Used,10285714,1,6.62,9604799.7332,Individual,2024-09-15,On-Time,7,Lagos,Emmanuel,9,North,Chidi
2024-11-16,Lagos,Alimosho,Hyundai,Santa Fe,Nigerian Used,5750000,2,18.14,9413900.0,Individual,2024-11-21,On-Time,3,Lagos,Chuka,10,South West,Emeka
2024-07-23,Ekiti,Ado-Ekiti,Honda,Accord,Foreign Used,16571428,1,5.8,15610285.176,Individual,2024-07-29,On-Time,13,Lagos,Chuka,7,South West,Emeka
2023-05-19,Anambra,Awka,Hyundai,Tucson,Foreign Used,8000000,1,9.18,7265600.0,Individual,2023-05-28,Delayed,11,Lagos,Peter,9,South East,Uche
2022-04-02,Lagos,Surulere,Toyota,Corolla,Foreign Used,20142857,1,13.06,17512199.8758,Individual,2022-04-04,On-Time,10,Lagos,John,6,South West,Tunde
2023-05-22,Lagos,Lekki,Toyota,Camry,Nigerian Used,4750000,1,12.16,4172400.0,Individual,2023-05-24,On-Time,7,Lagos,Chuka,12,South West,Emeka
2023-04-24,Bayelsa,Brass,Hyundai,Elantra,Nigerian Used,5750000,1,7.2,5336000.0,Individual,2023-04-27,On-Time,9,Lagos,Bright,10,South South,Ngozi
2024-10-14,Ekiti,Ado-Ekiti,Honda,Pilot,Nigerian Used,10200000,1,0.47,10152060.0,Individual,2024-10-16,On-Time,6,Lagos,Segun,7,South West,Funke
2024-01-03,Katsina,Funtua,Benz,C-Class,Nigerian Used,11400000,1,17.82,9368520.0,Individual,2024-01-07,Delayed,9,Lagos,Bright,9,North,Emeka
2021-06-22,FCT,Bwari,Toyota,Rav4,Nigerian Used,4000000,1,8.85,3646000.0,Individual,2021-06-27,Delayed,7,Lagos,Mike,13,North,Kemi
2021-09-03,Lagos,Ikorodu,Toyota,Highlander,Foreign Used,26714285,1,1.31,26364327.8665,Individual,2021-09-04,On-Time,10,Lagos,Bright,4,South West,Sola
2023-04-23,Oyo,Ibadan South,Toyota,Sonata,Nigerian Used,6250000,1,15.86,5258750.0,Individual,2023-04-27,On-Time,13,Lagos,Bright,10,South West,Emeka
2021-10-03,Lagos,Epe,Honda,CR-V,Nigerian Used,8400000,1,0.36,8369760.0,Individual,2021-10-12,On-Time,14,Lagos,Chuka,9,South West,Ngozi
2023-04-17,FCT,Abuja,Hyundai,Elantra,Foreign Used,18000000,1,9.23,16338600.0,Individual,2023-04-25,Delayed,5,Lagos,Emmanuel,4,North,Tunde
2022-08-21,Edo,Auchi,Toyota,Rav4,Nigerian Used,5500000,1,1.09,5440050.0,Individual,2022-08-22,On-Time,13,Lagos,Emmanuel,11,South South,Kemi
2024-04-18,Ekiti,Omuo,Honda,Pilot,Nigerian Used,11100000,1,5.66,10471740.0,Individual,2024-04-21,On-Time,14,Lagos,Peter,6,South West,Bola
2024-02-11,Imo,Owerri,Hyundai,Elantra,Foreign Used,20000000,1,3.61,19278000.0,Individual,2024-02-12,On-Time,6,Lagos,Bright,3,South East,Funke
2024-07-24,Kano,Wudil,Hyundai,Tucson,Foreign Used,14000000,1,14.58,11958800.0,Individual,2024-07-27,On-Time,13,Lagos,Segun,6,North,Chidi
2025-02-21,Kano,Dambatta,Toyota,Sonata,Foreign Used,7000000,1,13.44,6059200.0,Individual,2025-03-01,Delayed,2,Lagos,Emmanuel,10,North,Bola
2022-11-11,FCT,Kuje,Toyota,Camry,Foreign Used,16857142,1,1.85,16545284.873,Individual,2022-11-14,On-Time,13,Lagos,Emmanuel,7,North,Chidi
2025-05-18,Edo,Ekpoma,Toyota,Highlander,Foreign Used,13571428,1,13.35,11759642.362,Individual,2025-05-22,On-Time,2,Lagos,John,8,South South,Kemi
2024-07-19,Edo,Uromi,Toyota,Highlander,Foreign Used,7000000,1,12.97,6092100.0,Individual,2024-07-26,Delayed,12,Lagos,David,10,South South,Ngozi
2022-05-14,Edo,Benin City,Toyota,Corolla,Foreign Used,16857142,1,4.52,16095199.1816,Individual,2022-05-16,On-Time,14,Lagos,Paul,7,South South,Ade
2025-11-22,Ondo,Owo,Hyundai,Santa Fe,Nigerian Used,7700000,1,1.97,7548310.0,Individual,2025-11-30,On-Time,2,Lagos,Bright,7,South West,Emeka
2024-09-26,Lagos,Ajah,Honda,Accord,Foreign Used,28000000,1,17.42,23122400.0,Individual,2024-10-05,On-Time,12,Lagos,Segun,3,South West,Tunde
2023-01-20,Rivers,Eleme,Toyota,Corolla,Foreign Used,13571428,3,6.09,38234784.1044,Individual,2023-01-24,Delayed,10,Lagos,Peter,8,South South,Ade
2023-07-08,Anambra,Onitsha,Hyundai,Santa Fe,Foreign Used,16000000,1,11.96,14086400.0,Individual,2023-07-10,On-Time,14,Lagos,Emmanuel,5,South East,Chidi
2023-05-12,Kano,Kano City,Toyota,Highlander,Foreign Used,13571428,1,0.85,13456070.862,Individual,2023-05-13,Delayed,9,Lagos,Segun,8,North,Kemi
2023-10-02,Kano,Gwarzo,Toyota,Rav4,Foreign Used,7000000,1,14.22,6004600.0,Individual,2023-10-10,On-Time,7,Lagos,John,10,North,Emeka
2022-03-27,Lagos,Ikeja,Toyota,Highlander,Foreign Used,30000000,1,0.34,29898000.0,Individual,2022-04-01,On-Time,2,Lagos,Paul,3,South West,Tunde
2023-12-10,Kano,Dambatta,Toyota,Corolla,Foreign Used,16857142,1,15.48,14247656.4184,Individual,2023-12-18,On-Time,9,Lagos,Mike,7,North,Funke
2021-12-19,Ogun,Sango Ota,Toyota,Camry,Foreign Used,30000000,1,2.42,29274000.0,Individual,2021-12-22,On-Time,4,Lagos,Emmanuel,3,South West,Bola
2023-11-05,Lagos,Surulere,Honda,Civic,Foreign Used,16571428,1,5.87,15598685.1764,Individual,2023-11-07,Delayed,6,Lagos,David,7,South West,Funke
2021-12-19,Katsina,Daura,Hyundai,Elantra,Nigerian Used,5100000,1,9.38,4621620.0,Individual,2021-12-21,On-Time,10,Lagos,Emmanuel,11,North,Ngozi
2025-02-19,Ogun,Ijebu-Ode,Toyota,Corolla,Foreign Used,26714285,1,6.83,24889699.3345,Individual,2025-02-26,On-Time,10,Lagos,Peter,4,South West,Ngozi
2024-09-16,Lagos,Lekki,Honda,Civic,Foreign Used,8000000,1,5.36,7571200.0,Individual,2024-09-17,Delayed,7,Lagos,Segun,10,South West,Kemi
2026-03-20,Lagos,Epe,Toyota,Rav4,Foreign Used,7000000,1,13.4,6062000.0,Individual,2026-03-26,Delayed,10,Lagos,David,10,South West,Ngozi
2024-02-27,Lagos,Ajah,Hyundai,Tucson,Foreign Used,8000000,1,14.2,6864000.0,Individual,2024-02-28,On-Time,3,Lagos,Mike,9,South West,Chidi
2021-09-23,Oyo,Ibadan Central,Hyundai,Tucson,Foreign Used,20000000,1,1.67,19666000.0,Individual,2021-10-02,On-Time,13,Lagos,Segun,3,South West,Ngozi
2021-09-14,Imo,Okigwe,Toyota,Corolla,Nigerian Used,4000000,1,7.93,3682800.0,Individual,2021-09-15,On-Time,8,Lagos,John,13,South East,Ngozi
2023-06-04,Lagos,Ikeja,Benz,Sonata,Foreign Used,36428571,1,8.99,33153642.4671,Individual,2023-06-08,On-Time,14,Lagos,Emmanuel,5,South West,Uche
2025-08-09,Benue,Katsina-Ala,Toyota,Corolla,Nigerian Used,7000000,1,19.39,5642700.0,Individual,2025-08-14,On-Time,12,Lagos,Emmanuel,9,North,Ngozi
2021-11-24,Enugu,Enugu City,Hyundai,Elantra,Foreign Used,10000000,1,2.35,9765000.0,Individual,2021-12-01,Delayed,4,Lagos,Tayo,8,South East,Uche
2024-11-25,FCT,Kuje,Toyota,Corolla,Foreign Used,23428571,1,8.88,21348113.8952,Individual,2024-11-27,On-Time,3,Lagos,Segun,5,North,Sola
2021-04-08,Oyo,Ibadan North,Toyota,Camry,Foreign Used,20142857,1,16.88,16742742.7384,Individual,2021-04-14,On-Time,8,Lagos,Emmanuel,6,South West,Emeka
2024-07-21,Lagos,Ikorodu,Honda,Civic,Nigerian Used,3000000,1,15.77,2526900.0,Individual,2024-07-22,On-Time,12,Lagos,Mike,15,South West,Chidi
2023-04-16,Rivers,Eleme,Honda,Civic,Foreign Used,16571428,1,8.6,15146285.192,Individual,2023-04-23,On-Time,8,Lagos,Emmanuel,7,South South,Ade
2022-01-23,Lagos,Ikeja,Toyota,Camry,Nigerian Used,9250000,1,14.44,7914300.0,Individual,2022-01-29,Delayed,11,Lagos,Mike,6,South West,Tunde
2023-12-16,Bayelsa,Yenagoa,Benz,E-Class,Foreign Used,23571428,2,9.79,42527570.3976,Individual,2023-12-17,On-Time,10,Lagos,David,8,South South,Chidi
2024-03-24,Katsina,Bakori,Toyota,Corolla,Foreign Used,16857142,1,15.62,14224056.4196,Individual,2024-03-27,Delayed,5,Lagos,Chuka,7,North,Kemi
2025-01-22,Ekiti,Ijero,Toyota,Highlander,Foreign Used,23428571,1,7.68,21629256.7472,Individual,2025-01-25,On-Time,14,Lagos,Emmanuel,5,South West,Bola
2022-09-22,Ondo,Owo,Honda,Civic,Foreign Used,25142857,1,4.34,24051657.0062,Individual,2022-09-27,On-Time,13,Lagos,Mike,4,South West,Ngozi
2021-08-04,Ondo,Owo,Toyota,Highlander,Nigerian Used,2500000,1,1.41,2464750.0,Individual,2021-08-06,Delayed,7,Lagos,Emmanuel,15,South West,Chidi
2023-04-04,Lagos,Surulere,Honda,Pilot,Foreign Used,22285714,1,17.34,18421371.1924,Individual,2023-04-05,On-Time,4,Lagos,Mike,5,South West,Emeka
2022-09-07,Lagos,Alimosho,Toyota,Highlander,Nigerian Used,5500000,1,4.46,5254700.0,Individual,2022-09-13,Delayed,4,Lagos,David,11,South West,Ade
2023-06-18,Enugu,Udi,Toyota,Corolla,Nigerian Used,8500000,1,12.9,7403500.0,Individual,2023-06-24,On-Time,4,Lagos,Paul,7,South East,Funke
2022-02-23,Edo,Benin City,Toyota,Highlander,Foreign Used,7000000,1,8.4,6412000.0,Individual,2022-03-03,On-Time,9,Lagos,Segun,10,South South,Ade
2025-03-17,Benue,Katsina-Ala,Benz,GLC 350,Foreign Used,32142857,1,18.14,26312142.7402,Individual,2025-03-23,On-Time,6,Lagos,Tayo,6,North,Tunde
2021-09-11,Osun,Ile-Ife,Benz,Sonata,Foreign Used,19285714,1,4.18,18479571.1548,Individual,2021-09-15,Delayed,5,Lagos,Emmanuel,9,South West,Emeka
2021-04-23,Benue,Otukpo,Toyota,Sonata,Foreign Used,13571428,1,19.62,10908713.8264,Individual,2021-04-29,On-Time,10,Lagos,David,8,North,Ngozi
2023-04-03,Enugu,Nsukka,Hyundai,Tucson,Foreign Used,6000000,1,6.93,5584200.0,Individual,2023-04-06,Delayed,12,Lagos,Chuka,10,South East,Ade
2025-05-22,Lagos,Ikeja,Benz,GLC 350,Foreign Used,19285714,1,10.65,17231785.459,Individual,2025-05-27,On-Time,14,Lagos,Paul,9,South West,Funke
2022-09-02,Kano,Wudil,Toyota,Camry,Foreign Used,23428571,2,16.82,38975770.7156,Individual,2022-09-04,Delayed,10,Lagos,Tayo,5,North,Bola
2024-02-05,Imo,Orlu,Toyota,Highlander,Foreign Used,13571428,1,1.42,13378713.7224,Individual,2024-02-08,Delayed,8,Lagos,Bright,8,South East,Uche
2022-01-16,Lagos,Lekki,Honda,Accord,Foreign Used,16571428,1,6.32,15524113.7504,Individual,2022-01-20,Delayed,10,Lagos,Peter,7,South West,Emeka
2025-02-10,Edo,Auchi,Toyota,Rav4,Foreign Used,10285714,1,2.4,10038856.864,Individual,2025-02-11,On-Time,2,Lagos,Emmanuel,9,South South,Uche
2024-01-21,Lagos,Alimosho,Honda,Accord,Foreign Used,13714285,1,15.83,11543313.6845,Individual,2024-01-24,On-Time,11,Lagos,Paul,8,South West,Tunde
2025-09-04,Lagos,Ikeja,Benz,E-Class,Foreign Used,40714285,1,12.86,35478427.949,Individual,2025-09-12,On-Time,6,Lagos,Paul,4,South West,Sola
2022-11-09,Kano,Dambatta,Toyota,Sonata,Nigerian Used,7750000,1,4.6,7393500.0,Individual,2022-11-18,On-Time,5,Lagos,Mike,8,North,Chidi
2023-03-03,Lagos,Ajah,Toyota,Corolla,Foreign Used,13571428,1,9.39,12297070.9108,Individual,2023-03-05,Delayed,10,Lagos,Peter,8,South West,Ade
2024-07-03,Oyo,Ibadan South,Toyota,Corolla,Foreign Used,16857142,1,11.55,14910142.099,Individual,2024-07-06,On-Time,14,Lagos,David,7,South West,Tunde
